medcode	term	health_comorbidity_domain	severity	scale	system	individual
22501	Other psoriasis	Psoriasis			read	2
30210	Psoriasis vulgaris	Psoriasis			read	2
105229	Palmoplantar pustular psoriasis	Psoriasis			read	2
17094	Erythrodermic psoriasis	Psoriasis			read	2
18755	Psoriasis discoidea	Psoriasis			read	2
107494	Flexural psoriasis	Psoriasis			read	2
18861	Parapsoriasis lichenoides	Psoriasis			read	2
26368	Psoriasis spondylitica	Psoriasis			read	2
41149	Other psoriasis and similar disorders	Psoriasis			read	2
21104	Psoriasis annularis	Psoriasis			read	2
20222	Psoriasis universalis	Psoriasis			read	2
42008	Psoriasis diffusa	Psoriasis			read	2
21503	Arthritis mutilans	Psoriasis			read	2
24136	Psoriasis punctata	Psoriasis			read	2
30272	Psoriasis circinata	Psoriasis			read	2
32149	Distal interphalangeal psoriatic arthropathy	Psoriasis			read	2
21633	Psoriasis geographica	Psoriasis			read	2
48257	Psoriasis inveterata	Psoriasis			read	2
65839	Psoriasis gyrata	Psoriasis			read	2
60169	Psoriasis ostracea	Psoriasis			read	2
25895	Septicaemia due to streptococcus pneumoniae	Sepsis			read	2
54077	Tracheostomy sepsis	Sepsis			read	2
106405	Suspected sepsis	Sepsis			read	2
53182	Other specified septicaemias	Sepsis			read	2
104141	Urosepsis	Sepsis			read	2
104373	Septic myocarditis - pneumococcal	Sepsis			read	2
95112	Neonatal monilial septicaemia	Sepsis			read	2
34731	Idiopathic aseptic necrosis of bone	Sepsis			read	2
101759	[X]Other streptococcal septicaemia	Sepsis			read	2
28610	Haemophilus influenzae septicaemia	Sepsis			read	2
104315	Sepsis due to Streptococcus pneumoniae	Sepsis			read	2
104294	Sepsis due to Actinomyces	Sepsis			read	2
5104	Gonococcal septicaemia	Sepsis			read	2
59048	Septicaemic plague	Sepsis			read	2
103105	Septicaemia during labour	Sepsis			read	2
12578	Septicaemia due to enterococcus	Sepsis			read	2
40258	Spontaneous abortion with sepsis	Sepsis			read	2
110225	Sepsis due to staphylococcus NOS	Sepsis			read	2
67438	"Intrauterine fetal sepsis, unspecified"	Sepsis			read	2
112393	Sepsis due to Haemophilus influenzae	Sepsis			read	2
104260	Sepsis NOS	Sepsis			read	2
10635	[D]Septic shock	Sepsis			read	2
57743	Pasteurella septic infection (cat or dog bite)	Sepsis			read	2
11690	Sepsis - puerperal	Sepsis			read	2
108045	Sepsis due to Gram negative organisms	Sepsis			read	2
59059	Septic obstetric embolism	Sepsis			read	2
101034	Biliary sepsis	Sepsis			read	2
105423	Sepsis due to Streptococcus	Sepsis			read	2
37043	Umbilical sepsis NOS	Sepsis			read	2
26345	Giving antiseptic mouthwash	Sepsis			read	2
23840	Septicaemia NOS following abortive pregnancy	Sepsis			read	2
105716	"Streptococcal sepsis, unspecified"	Sepsis			read	2
23991	E.coli septicaemia	Sepsis			read	2
110263	Sepsis due to other specified staphylococcus	Sepsis			read	2
52014	Listeria septicaemia	Sepsis			read	2
49590	Vancomycin resistant enterococcal septicaemia	Sepsis			read	2
99888	Erysipelothrix septicaemia	Sepsis			read	2
29950	"Septicaemia due to streptococcus, group A"	Sepsis			read	2
31706	Septicaemia due to anaerobes	Sepsis			read	2
54534	Serratia septicaemia	Sepsis			read	2
107257	Septic myocarditis - staphylococcal	Sepsis			read	2
97485	Puerperal septicaemia unspecified	Sepsis			read	2
109570	Puerperal septicaemia - delivered with postnatal comp	Sepsis			read	2
104633	Sepsis due to anaerobes	Sepsis			read	2
16104	Staphylococcal septicaemia	Sepsis			read	2
23079	[D]Septicaemic shock	Sepsis			read	2
105075	Sepsis due to Gram negative bacteria	Sepsis			read	2
104577	Sepsis due to Staphylococcus	Sepsis			read	2
104900	Other streptococcal sepsis	Sepsis			read	2
50481	Aseptic peritonitis	Sepsis			read	2
104189	Sepsis due to Streptococcus group B	Sepsis			read	2
105102	Sepsis due to anaerobic bacteria	Sepsis			read	2
43914	Postoperative septicaemia	Sepsis			read	2
20152	Sepsis NOS following abortion/ectopic/molar pregnancy	Sepsis			read	2
10872	Escherichia coli septicaemia	Sepsis			read	2
10978	"Septicaemia due to streptococcus, group B"	Sepsis			read	2
104238	Candidal sepsis	Sepsis			read	2
93644	Septicaemia during labour - delivered	Sepsis			read	2
112542	Sepsis due to Bacillus anthracis	Sepsis			read	2
7787	Pneumococcal septicaemia	Sepsis			read	2
15229	Streptococcal septicaemia	Sepsis			read	2
35232	Septicaemia due to other gram negative organisms	Sepsis			read	2
42825	Septicaemia due to coagulase-negative staphylococcus	Sepsis			read	2
61130	Other specified umbilical sepsis	Sepsis			read	2
71848	Septic myocarditis NOS	Sepsis			read	2
104028	Sepsis	Sepsis			read	2
31266	Septic shock due to transfusion	Sepsis			read	2
53762	"[X]Septicaemia, unspecified"	Sepsis			read	2
104492	Sepsis due to Staphylococcus aureus	Sepsis			read	2
6638	Septic spots	Sepsis			read	2
105198	Listerial sepsis	Sepsis			read	2
53354	ASEPSIS score for wound infection	Sepsis			read	2
111878	Actinomycotic sepsis	Sepsis			read	2
106009	Sepsis due to Candida	Sepsis			read	2
1703	Meningococcal septicaemia	Sepsis			read	2
104150	Other specified sepsis	Sepsis			read	2
105053	Sepsis due to other Gram negative organisms	Sepsis			read	2
11660	[X]Septic thumb	Sepsis			read	2
60125	Aseptic necrosis of pancreas	Sepsis			read	2
7781	Puerperal septicaemia	Sepsis			read	2
62974	Bordetella bronchiseptica	Sepsis			read	2
55689	Neonatal candida septicaemia	Sepsis			read	2
2136	Sepsis	Sepsis			read	2
104731	Sepsis due to Streptococcus group A	Sepsis			read	2
72876	Other gram negative septicaemia NOS	Sepsis			read	2
18809	Salmonella septicaemia	Sepsis			read	2
72881	[X]Septicaemia due to other gram-negative organisms	Sepsis			read	2
48716	Herpes simplex septicaemia	Sepsis			read	2
33717	Candidal septicaemia	Sepsis			read	2
105408	Sepsis due to Listeria monocytogenes	Sepsis			read	2
104474	Salmonella sepsis	Sepsis			read	2
95475	Clostridium septicum infection	Sepsis			read	2
43283	Postoperative septic shock	Sepsis			read	2
12400	Pseudomonas septicaemia	Sepsis			read	2
30102	Septicaemia due to Staphylococcus aureus	Sepsis			read	2
98545	"[X]Streptococcal septicaemia, unspecified"	Sepsis			read	2
72106	[X]Other specified septicaemia	Sepsis			read	2
94736	Septic embolism following abortive pregnancy	Sepsis			read	2
1288	Septic arthritis	Sepsis			read	2
31517	Gram negative septicaemia NOS	Sepsis			read	2
885	Septicaemia	Sepsis			read	2
33765	Septicaemia NOS	Sepsis			read	2
A021	Salmonella sepsis	Sepsis			ICD-10	2
A207	Septicaemic plague	Sepsis			ICD-10	2
A227	Anthrax sepsis	Sepsis			ICD-10	2
A267	Erysipelothrix sepsis	Sepsis			ICD-10	2
A327	Listerial sepsis	Sepsis			ICD-10	2
A391	Waterhouse-Friderichsen syndrome	Sepsis			ICD-10	2
A392	Acute meningococcaemia	Sepsis			ICD-10	2
A393	Chronic meningococcaemia	Sepsis			ICD-10	2
A394	"Meningococcaemia, unspecified"	Sepsis			ICD-10	2
A40	Streptococcal sepsis	Sepsis			ICD-10	2
A41	Other sepsis	Sepsis			ICD-10	2
A427	Actinomycotic sepsis	Sepsis			ICD-10	2
B377	Candidal sepsis	Sepsis			ICD-10	2
P36	Bacterial sepsis of newborn	Sepsis			ICD-10	2
A021	Salmonella sepsis	Sepsis			ICD-10	2
A207	Septicaemic plague	Sepsis			ICD-10	2
A227	Anthrax sepsis	Sepsis			ICD-10	2
A267	Erysipelothrix sepsis	Sepsis			ICD-10	2
A327	Listerial sepsis	Sepsis			ICD-10	2
A391	Waterhouse-Friderichsen syndrome	Sepsis			ICD-10	2
A392	Acute meningococcaemia	Sepsis			ICD-10	2
A393	Chronic meningococcaemia	Sepsis			ICD-10	2
A394	"Meningococcaemia, unspecified"	Sepsis			ICD-10	2
A40	Streptococcal sepsis	Sepsis			ICD-10	2
A41	Other sepsis	Sepsis			ICD-10	2
A427	Actinomycotic sepsis	Sepsis			ICD-10	2
B377	Candidal sepsis	Sepsis			ICD-10	2
P36	Bacterial sepsis of newborn	Sepsis			ICD-10	2
590	Trichomonal vaginitis	Sexual disease			read	2
14775	Trichomonal vulvovaginitis	Sexual disease			read	2
17250	Anogenital herpesviral infection	Sexual disease			read	1
7677	Candidiasis of oesophagus	Sexual disease			read	1
27439	[M]Kaposi's sarcoma	Sexual disease			read	1
26025	Chorioamnionitis	Sexual disease			read	1
40299	Pneumonia - candidal	Sexual disease			read	1
20654	Oesophageal candidiasis	Sexual disease			read	1
31163	Candidiasis of mouth and oesophagus NOS	Sexual disease			read	1
27519	Pneumonia with pneumocystis carinii	Sexual disease			read	1
23126	Other specified viral or chlamydial diseases	Sexual disease			read	1
48481	Candidiasis of lung	Sexual disease			read	1
42598	"Maternal rubella in pregnancy, childbirth and the puerperium"	Sexual disease			read	1
16712	Arthritis due to rubella	Sexual disease			read	1
21999	Trichomonal urethritis	Sexual disease			read	2
36113	Other specified viral and chlamydial diseases	Sexual disease			read	1
49237	Trichomonal prostatitis	Sexual disease			read	2
45072	Cytomegaloviral pneumonitis	Sexual disease			read	1
43886	[V]Contact with or exposure to rubella	Sexual disease			read	1
49541	Progressive multifocal leukoencephalopathy	Sexual disease			read	1
27192	Cytomegalovirus nucleic acid detection	Sexual disease		1	read	1
44897	Cystitis in trichomoniasis	Sexual disease			read	2
51910	Intestinal trichomoniasis	Sexual disease			read	2
47973	Herpes simplex pneumonia	Sexual disease			read	1
43286	Pneumonia with cytomegalic inclusion disease	Sexual disease			read	1
62004	Leukorrhoea vaginalis - trichomonal	Sexual disease			read	2
52071	Pneumonia with candidiasis	Sexual disease			read	1
53791	"[X]Trichomoniasis, unspecified"	Sexual disease			read	2
37385	Prostatitis in trichomoniasis	Sexual disease			read	2
60326	Varicella zoster nucleic acid detection	Sexual disease		1	read	1
57076	Histoplasma capsulatum with retinitis	Sexual disease			read	1
72181	Systemic cryptococcosis	Sexual disease			read	1
41959	Maternal gonorrhoea in pregnancy - baby not yet delivered	Sexual disease			read	2
36631	Disseminated histoplasmosis capsulati	Sexual disease			read	1
109357	[X]Trichomoniasis of other sites	Sexual disease			read	2
94380	Histoplasma duboisii with pericarditis	Sexual disease			read	1
96444	Histoplasma capsulatum with pericarditis	Sexual disease			read	1
60159	Histoplasma duboisii with endocarditis	Sexual disease			read	1
64253	Other progressive coccidioidomycosis	Sexual disease			read	1
69732	Osseous cryptococcosis	Sexual disease			read	1
94836	Histoplasmosis with retinitis	Sexual disease			read	1
98248	Cerebral cryptococcosis	Sexual disease			read	1
112124	"Maternal gonorrhoea, unspec whether in pregnancy/puerperium"	Sexual disease			read	2
112125	Maternal gonorrhoea during pregnancy - baby delivered	Sexual disease			read	2
112126	Maternal gonorrhoea in puerperium - baby delivered	Sexual disease			read	2
112127	Maternal gonorrhoea in puerperium- baby previously delivered	Sexual disease			read	2
A59	Trichomoniasis	Sexual disease			ICD-10	2
A590	Urogenital trichomoniasis	Sexual disease			ICD-10	2
A598	Trichomoniasis of other sites	Sexual disease			ICD-10	2
A599	"Trichomoniasis, unspecified"	Sexual disease			ICD-10	2
O982	"Gonorrhoea complicating pregnancy, childbirth and the puerperium"	Sexual disease			ICD-10	2
B250	Cytomegaloviral pneumonitis	Sexual disease			ICD-10	1
B384	Coccidioidomycosis meningitis	Sexual disease			ICD-10	1
B387	Disseminated coccidioidomycosis	Sexual disease			ICD-10	1
B393	Disseminated histoplasmosis capsulati	Sexual disease			ICD-10	1
B417	Disseminated paracoccidioidomycosis	Sexual disease			ICD-10	1
B451	Cerebral cryptococcosis	Sexual disease			ICD-10	1
B453	Osseous cryptococcosis	Sexual disease			ICD-10	1
B582	Toxoplasma meningoencephalitis	Sexual disease			ICD-10	1
10758	Other viral and chlamydial diseases	Sexual disease			read	1
3084	Toxoplasmosis	Sexual disease			read	1
12900	Cervical smear - trichomonas	Sexual disease			read	1
9296	"Cytomegaloviral disease, unspecified"	Sexual disease			read	1
23519	Sickle-cell anaemia	Sickle-cell anaemia			read	2
31370	Sickle-cell anaemia with crisis	Sickle-cell anaemia			read	2
100001	History of sickle cell anaemia	Sickle-cell anaemia			read	2
31075	Sickle-cell thalassaemia	Sickle-cell anaemia			read	2
31306	Sickle-cell anaemia with haemoglobin C disease	Sickle-cell anaemia			read	2
11874	Proliferative retinopathy due to sickle cell disease	Sickle-cell anaemia			read	2
57397	Sickle-cell anaemia NOS	Sickle-cell anaemia			read	2
8119	Sickle-cell anaemia with haemoglobin D disease	Sickle-cell anaemia			read	2
48295	[X]Other sickle-cell disorders	Sickle-cell anaemia			read	2
93872	Sickle-cell anaemia with haemoglobin E disease	Sickle-cell anaemia			read	2
32937	Sickle-cell anaemia with no crisis	Sickle-cell anaemia			read	2
69964	Sickle-cell anaemia of unspecified type	Sickle-cell anaemia			read	2
107027	Sickle cell nephropathy	Sickle-cell anaemia			read	2
p_K40	Saphenous vein graft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K401	Saphenous vein graft replacement of one coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K402	Saphenous vein graft replacement of two coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K403	Saphenous vein graft replacement of three coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K404	Saphenous vein graft replacement of four or more coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K408	Other specified saphenous vein graft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K409	Unspecified saphenous vein graft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K41	Other autograft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K411	Autograft replacement of one coronary artery NEC	Stable angina	CABG performed		OPCS-4	2
p_K412	Autograft replacement of two coronary arteries NEC	Stable angina	CABG performed		OPCS-4	2
p_K413	Autograft replacement of three coronary arteries NEC	Stable angina	CABG performed		OPCS-4	2
p_K414	Autograft replacement of four or more coronary arteries NEC	Stable angina	CABG performed		OPCS-4	2
p_K418	Other specified other autograft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K419	Unspecified other autograft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K42	Allograft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K421	Allograft replacement of one coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K422	Allograft replacement of two coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K423	Allograft replacement of three coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K424	Allograft replacement of four or more coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K428	Other specified allograft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K429	Unspecified allograft replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K43	Prosthetic replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K431	Prosthetic replacement of one coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K432	Prosthetic replacement of two coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K433	Prosthetic replacement of three coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K434	Prosthetic replacement of four or more coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K438	Other specified prosthetic replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K439	Unspecified prosthetic replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K44	Other replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K441	Replacement of coronary arteries using multiple methods	Stable angina	CABG performed		OPCS-4	2
p_K448	Other specified other replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K449	Unspecified other replacement of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K45	Connection of thoracic artery to coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K451	Double anastomosis of mammary arteries to coronary arteries	Stable angina	CABG performed		OPCS-4	2
p_K452	Double anastomosis of thoracic arteries to coronary arteries NEC	Stable angina	CABG performed		OPCS-4	2
p_K453	Anastomosis of mammary artery to left anterior descending coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K454	Anastomosis of mammary artery to coronary artery NEC	Stable angina	CABG performed		OPCS-4	2
p_K455	Anastomosis of thoracic artery to coronary artery NEC	Stable angina	CABG performed		OPCS-4	2
p_K458	Other specified connection of thoracic artery to coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K459	Unspecified connection of thoracic artery to coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K46	Other bypass of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K461	Double implantation of mammary arteries into heart	Stable angina	CABG performed		OPCS-4	2
p_K462	Double implantation of thoracic arteries into heart NEC	Stable angina	CABG performed		OPCS-4	2
p_K463	Implantation of mammary artery into heart NEC	Stable angina	CABG performed		OPCS-4	2
p_K464	Implantation of thoracic artery into heart NEC	Stable angina	CABG performed		OPCS-4	2
p_K468	Other specified other bypass of coronary artery	Stable angina	CABG performed		OPCS-4	2
p_K469	Unspecified other bypass of coronary artery	Stable angina	CABG performed		OPCS-4	2
32450	Ischaemic chest pain	Stable angina			read	2
6980	[V]Status following coronary angioplasty NOS	Stable angina	History		read	2
18643	[V]Presence of coronary angioplasty implant and graft	Stable angina	History		read	2
6336	H/O: angina pectoris	Stable angina	History		read	2
57062	H/O: Angina in last year	Stable angina	History		read	2
2901	Transluminal balloon angioplasty of coronary artery	Stable angina			read	2
8942	Insertion of coronary artery stent	Stable angina			read	2
43939	Perc translumin balloon angioplasty stenting coronary artery	Stable angina			read	2
733	Percutaneous transluminal angioplasty of artery NEC	Stable angina			read	2
732	Transluminal balloon angioplasty of coronary artery NOS	Stable angina			read	2
5703	Percutaneous balloon coronary angioplasty	Stable angina			read	2
