code	coding term	Indicator 1	Indicator 2	Exclusion_domain	severity	scale	system
97429	Other specified railway accident	Train accident	Transport accident	Accident			read
100268	MVTA+train collision unspec - motor vehicle driver injured	Train accident	Transport accident	Accident			read
44122	Unspecified railway accidents	Train accident	Transport accident	Accident			read
65582	Collision between railway vehicles followed by derailment	Train accident	Transport accident	Accident			read
67667	Train collision with gates	Train accident	Transport accident	Accident			read
98891	MVTA+train collision unspec - motor cyclist injured	Train accident	Transport accident	Accident			read
98892	MVTA+train collision unspec - pedestrian injured	Train accident	Transport accident	Accident			read
101283	Train accident involving explosion	Train accident	Transport accident	Accident			read
50545	"Accident involving being dragged by cable car, not on rails"	Train accident	Transport accident	Accident			read
68483	"Other spec rail accident, NOS - pedestrian injured"	Train accident	Transport accident	Accident			read
110615	"Train accident with explosion/fire NOS, passenger injured"	Train accident	Transport accident	Accident			read
50963	Train collision with buffers	Train accident	Transport accident	Accident			read
59359	Train collision with fallen tree on railway	Train accident	Transport accident	Accident			read
68639	MVTA involving collision with train NOS	Train accident	Transport accident	Accident			read
92231	"Train accident involving explosion, fire or burning"	Train accident	Transport accident	Accident			read
92294	"Train collision with other object, passenger injured"	Train accident	Transport accident	Accident			read
93005	Train accident involving collision with rolling stock	Train accident	Transport accident	Accident			read
94755	"Train collision with streetcar, passenger injured"	Train accident	Transport accident	Accident			read
95624	"Derailed by track problem, no collision, cyclist injured"	Train accident	Transport accident	Accident			read
97451	Railway accident unspecified	Train accident	Transport accident	Accident			read
99617	Derailment due to track problem without antecedent collision	Train accident	Transport accident	Accident			read
99636	"Train collision with rock, passenger injured"	Train accident	Transport accident	Accident			read
99642	"Railway accident unspecified, involving pedal cyclist"	Train accident	Transport accident	Accident			read
101277	"Railway accident unspecified, involving pedestrian"	Train accident	Transport accident	Accident			read
102037	Train collision with object NOS	Train accident	Transport accident	Accident			read
103103	"Derailed by track problem, no collision, passenger injured"	Train accident	Transport accident	Accident			read
103382	"Collision on rail NOS, passenger injured"	Train accident	Transport accident	Accident			read
108554	"Train accident with explosion/fire NOS, cyclist injured"	Train accident	Transport accident	Accident			read
109435	Train collision with other object	Train accident	Transport accident	Accident			read
112456	"Train collision with other object, railway employee injured"	Train accident	Transport accident	Accident			read
112598	"Other spec rail accident, NOS - railway employee injured"	Train accident	Transport accident	Accident			read
72810	"Other specified rail accident, NOS"	Train accident	Transport accident	Accident			read
V05	Pedestrian injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V050	Pedestrian injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V051	Pedestrian injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V059	Pedestrian injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V15	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V150	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V151	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V152	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V153	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V154	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V155	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V159	Pedal cyclist injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V25	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V250	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V251	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V252	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V253	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V254	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V255	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V259	Motorcycle rider injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V35	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V350	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V351	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V352	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V353	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V354	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V355	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V356	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V357	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V359	Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V45	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V450	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V451	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V452	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V453	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V454	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V455	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V456	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
V457	Car occupant injured in collision with railway train or railway vehicle	Train accident	Transport accident	Accident			ICD-10
