medcode,code_orginal,Cause,system
18481,N238.00,Other musculoskeletal disorders,read
70702,N238000,Other musculoskeletal disorders,read
109529,N238100,Other musculoskeletal disorders,read
94600,N238200,Other musculoskeletal disorders,read
40329,N238300,Other musculoskeletal disorders,read
99974,N238500,Other musculoskeletal disorders,read
61882,N238600,Other musculoskeletal disorders,read
62441,N238800,Other musculoskeletal disorders,read
65635,N238900,Other musculoskeletal disorders,read
62653,N238A00,Other musculoskeletal disorders,read
101344,N238B00,Other musculoskeletal disorders,read
101305,N238C00,Other musculoskeletal disorders,read
67788,N238D00,Other musculoskeletal disorders,read
73809,N238E00,Other musculoskeletal disorders,read
61919,N238F00,Other musculoskeletal disorders,read
62244,N238G00,Other musculoskeletal disorders,read
15999,N238H00,Other musculoskeletal disorders,read
94243,N238K00,Other musculoskeletal disorders,read
72892,N238L00,Other musculoskeletal disorders,read
97351,N238M00,Other musculoskeletal disorders,read
100351,N238N00,Other musculoskeletal disorders,read
31206,N23yC00,Other musculoskeletal disorders,read
5298,N232.00,Other musculoskeletal disorders,read
34425,N232200,Other musculoskeletal disorders,read
14761,N232z00,Other musculoskeletal disorders,read
73958,Nyu8400,Other musculoskeletal disorders,read
527,N23yD00,Other musculoskeletal disorders,read
6278,S57z000,Other musculoskeletal disorders,read
2131,S5yz100,Other musculoskeletal disorders,read
56753,N232100,Other musculoskeletal disorders,read
42713,N233.00,Other musculoskeletal disorders,read
95831,N233300,Other musculoskeletal disorders,read
11919,N233z00,Other musculoskeletal disorders,read
54630,N23y500,Other musculoskeletal disorders,read
64405,Nyu8500,Other musculoskeletal disorders,read
41539,Nyu8B00,Other musculoskeletal disorders,read
23784,N22..00,Other musculoskeletal disorders,read
1232,N220.00,Other musculoskeletal disorders,read
33938,N24..00,Other musculoskeletal disorders,read
21085,Nyu9.00,Other musculoskeletal disorders,read
33332,N22y200,Other musculoskeletal disorders,read
99358,N22y600,Other musculoskeletal disorders,read
100895,N22y700,Other musculoskeletal disorders,read
71687,N22y800,Other musculoskeletal disorders,read
73551,N22y900,Other musculoskeletal disorders,read
70219,N22yA00,Other musculoskeletal disorders,read
73104,N22yB00,Other musculoskeletal disorders,read
73821,N22yC00,Other musculoskeletal disorders,read
17311,N23y900,Other musculoskeletal disorders,read
2380,N220300,Other musculoskeletal disorders,read
3664,N220G00,Other musculoskeletal disorders,read
20787,N220400,Other musculoskeletal disorders,read
102873,N04y300,Other musculoskeletal disorders,read
11479,N220500,Other musculoskeletal disorders,read
4292,N220600,Other musculoskeletal disorders,read
6686,N220700,Other musculoskeletal disorders,read
57137,N220900,Other musculoskeletal disorders,read
10810,N220A00,Other musculoskeletal disorders,read
28401,N220B00,Other musculoskeletal disorders,read
36659,N220C00,Other musculoskeletal disorders,read
12183,N220D00,Other musculoskeletal disorders,read
12368,N220E00,Other musculoskeletal disorders,read
27694,N220F00,Other musculoskeletal disorders,read
40050,N220H00,Other musculoskeletal disorders,read
36547,N220J00,Other musculoskeletal disorders,read
11577,N220K00,Other musculoskeletal disorders,read
52121,N220L00,Other musculoskeletal disorders,read
56234,N220M00,Other musculoskeletal disorders,read
60221,N220N00,Other musculoskeletal disorders,read
94259,N220P00,Other musculoskeletal disorders,read
104158,N220Y00,Other musculoskeletal disorders,read
14770,N220z00,Other musculoskeletal disorders,read
50439,Nyu9100,Other musculoskeletal disorders,read
615,N220000,Other musculoskeletal disorders,read
2695,N220S00,Other musculoskeletal disorders,read
35448,N220T00,Other musculoskeletal disorders,read
43238,N220V00,Other musculoskeletal disorders,read
57379,N220W00,Other musculoskeletal disorders,read
60024,N220X00,Other musculoskeletal disorders,read
3592,N225100,Other musculoskeletal disorders,read
35418,N225.00,Other musculoskeletal disorders,read
65065,N225000,Other musculoskeletal disorders,read
64986,N225z00,Other musculoskeletal disorders,read
5665,N226300,Other musculoskeletal disorders,read
31974,N226600,Other musculoskeletal disorders,read
7719,N226700,Other musculoskeletal disorders,read
66768,N226800,Other musculoskeletal disorders,read
37850,N226900,Other musculoskeletal disorders,read
36936,N226N00,Other musculoskeletal disorders,read
10853,N226400,Other musculoskeletal disorders,read
58147,N226C00,Other musculoskeletal disorders,read
54684,N226D00,Other musculoskeletal disorders,read
59364,N226E00,Other musculoskeletal disorders,read
22735,N226M00,Other musculoskeletal disorders,read
11633,N226200,Other musculoskeletal disorders,read
43696,N226y00,Other musculoskeletal disorders,read
62729,N226z00,Other musculoskeletal disorders,read
49764,Nyu9200,Other musculoskeletal disorders,read
16601,N226.00,Other musculoskeletal disorders,read
67879,N226000,Other musculoskeletal disorders,read
35870,N22yM00,Other musculoskeletal disorders,read
6276,N22y000,Other musculoskeletal disorders,read
36381,N22y500,Other musculoskeletal disorders,read
41514,Nyu9300,Other musculoskeletal disorders,read
71361,Nyu9700,Other musculoskeletal disorders,read
16984,N220Q00,Other musculoskeletal disorders,read
5704,N224100,Other musculoskeletal disorders,read
4356,N224200,Other musculoskeletal disorders,read
237,N224300,Other musculoskeletal disorders,read
625,N224500,Other musculoskeletal disorders,read
5408,N224600,Other musculoskeletal disorders,read
67039,N224700,Other musculoskeletal disorders,read
3795,N224800,Other musculoskeletal disorders,read
25050,N224900,Other musculoskeletal disorders,read
22241,N224B00,Other musculoskeletal disorders,read
17390,N224C00,Other musculoskeletal disorders,read
101007,N224E00,Other musculoskeletal disorders,read
11233,N224D00,Other musculoskeletal disorders,read
70222,N226B00,Other musculoskeletal disorders,read
22570,N226H00,Other musculoskeletal disorders,read
58649,N226J00,Other musculoskeletal disorders,read
91485,N226K00,Other musculoskeletal disorders,read
100226,N226L00,Other musculoskeletal disorders,read
106845,N227.00,Other musculoskeletal disorders,read
49243,N22y.00,Other musculoskeletal disorders,read
19154,N22y100,Other musculoskeletal disorders,read
9506,N22y400,Other musculoskeletal disorders,read
4387,N22yN00,Other musculoskeletal disorders,read
24839,N22yz00,Other musculoskeletal disorders,read
25530,Nyu9400,Other musculoskeletal disorders,read
23827,N22z.00,Other musculoskeletal disorders,read
27940,N222.00,Other musculoskeletal disorders,read
64001,NyuA.00,Other musculoskeletal disorders,read
29426,N220R00,Other musculoskeletal disorders,read
15401,N214100,Other musculoskeletal disorders,read
67789,N222100,Other musculoskeletal disorders,read
495,N213300,Other musculoskeletal disorders,read
24495,N222000,Other musculoskeletal disorders,read
44590,N222300,Other musculoskeletal disorders,read
38659,NyuA000,Other musculoskeletal disorders,read
332,N216500,Other musculoskeletal disorders,read
4309,N222500,Other musculoskeletal disorders,read
4031,N216000,Other musculoskeletal disorders,read
5299,N216600,Other musculoskeletal disorders,read
16345,N216700,Other musculoskeletal disorders,read
45464,N222200,Other musculoskeletal disorders,read
38516,N222400,Other musculoskeletal disorders,read
51366,NyuA100,Other musculoskeletal disorders,read
17129,N215500,Other musculoskeletal disorders,read
3546,N215700,Other musculoskeletal disorders,read
9628,N215100,Other musculoskeletal disorders,read
12136,N215A00,Other musculoskeletal disorders,read
52354,NyuA200,Other musculoskeletal disorders,read
17994,N214000,Other musculoskeletal disorders,read
1809,Ny2..00,Other musculoskeletal disorders,read
66752,NyuA300,Other musculoskeletal disorders,read
101595,NyuAG00,Other musculoskeletal disorders,read
49211,N22y300,Other musculoskeletal disorders,read
103301,N22yE00,Other musculoskeletal disorders,read
57123,N22yF00,Other musculoskeletal disorders,read
96402,N22yG00,Other musculoskeletal disorders,read
70207,N22yH00,Other musculoskeletal disorders,read
55390,N22yJ00,Other musculoskeletal disorders,read
71294,N22yL00,Other musculoskeletal disorders,read
60685,NyuA400,Other musculoskeletal disorders,read
955,N224A00,Other musculoskeletal disorders,read
4055,N224000,Other musculoskeletal disorders,read
7424,N224400,Other musculoskeletal disorders,read
38434,N224z00,Other musculoskeletal disorders,read
41562,NyuA500,Other musculoskeletal disorders,read
21649,N222600,Other musculoskeletal disorders,read
12553,N216100,Other musculoskeletal disorders,read
37100,N216300,Other musculoskeletal disorders,read
32005,N222z00,Other musculoskeletal disorders,read
54197,NyuA600,Other musculoskeletal disorders,read
41593,NyuA700,Other musculoskeletal disorders,read
1013,N223.00,Other musculoskeletal disorders,read
743,N236.00,Other musculoskeletal disorders,read
22546,N236000,Other musculoskeletal disorders,read
10142,N236100,Other musculoskeletal disorders,read
44504,N236200,Other musculoskeletal disorders,read
11899,N236300,Other musculoskeletal disorders,read
50915,N236400,Other musculoskeletal disorders,read
28831,N236500,Other musculoskeletal disorders,read
26216,N236600,Other musculoskeletal disorders,read
25701,N236700,Other musculoskeletal disorders,read
44537,N236800,Other musculoskeletal disorders,read
21080,N237100,Other musculoskeletal disorders,read
734,N217900,Other musculoskeletal disorders,read
12011,N237000,Other musculoskeletal disorders,read
28883,N237200,Other musculoskeletal disorders,read
65405,N237300,Other musculoskeletal disorders,read
8807,N237.00,Other musculoskeletal disorders,read
33784,N237z00,Other musculoskeletal disorders,read
100678,NyuA900,Other musculoskeletal disorders,read
2191,N244.00,Other musculoskeletal disorders,read
53823,NyuA800,Other musculoskeletal disorders,read
107995,NyuAH00,Other musculoskeletal disorders,read
4574,N21..00,Other musculoskeletal disorders,read
827,N210.00,Other musculoskeletal disorders,read
10555,N212000,Other musculoskeletal disorders,read
1726,N211.00,Other musculoskeletal disorders,read
20427,N211000,Other musculoskeletal disorders,read
4278,N211300,Other musculoskeletal disorders,read
27844,N211400,Other musculoskeletal disorders,read
28584,N211500,Other musculoskeletal disorders,read
20524,N211z00,Other musculoskeletal disorders,read
21924,N226100,Other musculoskeletal disorders,read
17285,N211200,Other musculoskeletal disorders,read
12828,N213400,Other musculoskeletal disorders,read
16137,N211100,Other musculoskeletal disorders,read
8298,N212200,Other musculoskeletal disorders,read
52110,N212300,Other musculoskeletal disorders,read
8949,N212400,Other musculoskeletal disorders,read
10457,N211600,Other musculoskeletal disorders,read
17603,N211700,Other musculoskeletal disorders,read
17552,N211800,Other musculoskeletal disorders,read
42610,N212.00,Other musculoskeletal disorders,read
1230,N212100,Other musculoskeletal disorders,read
5489,N212500,Other musculoskeletal disorders,read
28211,N213500,Other musculoskeletal disorders,read
63756,NyuAB00,Other musculoskeletal disorders,read
9021,N212z00,Other musculoskeletal disorders,read
8285,N215200,Other musculoskeletal disorders,read
20989,N215400,Other musculoskeletal disorders,read
20507,N215300,Other musculoskeletal disorders,read
21994,N215900,Other musculoskeletal disorders,read
16623,N216200,Other musculoskeletal disorders,read
7688,N216400,Other musculoskeletal disorders,read
3820,N217300,Other musculoskeletal disorders,read
1209,N217400,Other musculoskeletal disorders,read
17972,N217800,Other musculoskeletal disorders,read
24149,N215.00,Other musculoskeletal disorders,read
14843,N215000,Other musculoskeletal disorders,read
17066,N215600,Other musculoskeletal disorders,read
30951,N215z00,Other musculoskeletal disorders,read
24148,N216.00,Other musculoskeletal disorders,read
18835,N216800,Other musculoskeletal disorders,read
8081,N216900,Other musculoskeletal disorders,read
38460,N216z00,Other musculoskeletal disorders,read
9942,N217500,Other musculoskeletal disorders,read
8644,N217600,Other musculoskeletal disorders,read
18477,N217B00,Other musculoskeletal disorders,read
106916,NyuAC00,Other musculoskeletal disorders,read
101924,NyuAJ00,Other musculoskeletal disorders,read
5337,N213100,Other musculoskeletal disorders,read
4795,N213200,Other musculoskeletal disorders,read
16583,N214200,Other musculoskeletal disorders,read
3119,N217700,Other musculoskeletal disorders,read
30135,N217A00,Other musculoskeletal disorders,read
1287,N217200,Other musculoskeletal disorders,read
42895,N217.00,Other musculoskeletal disorders,read
55423,N217000,Other musculoskeletal disorders,read
55428,N217100,Other musculoskeletal disorders,read
49630,N217C00,Other musculoskeletal disorders,read
66299,N217z00,Other musculoskeletal disorders,read
65588,NyuAD00,Other musculoskeletal disorders,read
24150,N213.00,Other musculoskeletal disorders,read
